ts_code,end_date,current_eps,predicted_eps,predicted_eps_growth,predicted_rev_growth,n_analysts,eps_dispersion
600352.SH,20250930,0.4294,0.629,0.4647,-0.0638,4,0.0338
600733.SH,20250930,-0.61,-0.3286,-0.4614,0.6207,15,0.0099
000558.SZ,20250930,-0.0143,-0.0086,-0.4007,0.7162,14,0.0001
601949.SH,20250930,0.1251,0.0604,-0.5169,-0.1552,8,0.0029
688571.SH,20250930,0.18,0.224,0.2444,-0.0755,3,0.0034
301097.SZ,20250930,0.34,0.3944,0.1601,0.301,4,0.0043
300623.SZ,20250930,0.42,0.8482,1.0195,0.2222,4,0.0191
001387.SZ,20250930,0.261,0.3136,0.2014,0.0182,1,0.01
688403.SH,20250930,0.15,0.2962,0.9745,0.1774,6,0.0033
002941.SZ,20250930,0.67,1.3102,0.9555,0.3426,5,0.0156
600655.SH,20250930,-0.128,-0.0781,-0.3901,-0.2543,4,0.0011
688611.SH,20250930,0.0039,0.0022,-0.444,-0.4854,3,0.0001
301339.SZ,20250930,0.295,0.2116,-0.2827,0.174,3,0.0069
300842.SZ,20250930,0.21,0.1015,-0.5167,0.0743,19,0.0066
601199.SH,20250930,0.2946,0.2701,-0.0833,0.0307,5,0.0131
000525.SZ,20250930,-0.2092,-0.0996,-0.5237,-0.0935,3,0.0057
301191.SZ,20250930,0.68,0.8672,0.2752,-0.0215,16,0.0292
300652.SZ,20250930,1.03,1.8996,0.8443,0.5477,13,0.0191
002314.SZ,20250930,0.12,0.2294,0.9114,1.6116,2,0.0065
301198.SZ,20250930,-0.0276,-0.0144,-0.4769,0.3444,2,0.0013
002300.SZ,20250930,0.1177,0.2352,0.9982,-0.1318,4,0.0052
688668.SH,20250930,1.27,2.5865,1.0366,0.6108,30,0.0626
002327.SZ,20250930,0.19,0.1065,-0.4394,-0.1464,4,0.0025
300022.SZ,20250930,-0.0148,-0.0059,-0.6028,0.0002,5,0.0003
000507.SZ,20250930,0.2483,0.4921,0.9818,-0.2273,3,0.0294
002777.SZ,20250930,0.1,0.1959,0.9587,-0.0106,3,0.0074
600116.SH,20250930,0.18,0.3569,0.9827,-0.0538,10,0.0209
920690.BJ,20250930,0.8,0.8324,0.0405,0.4553,4,0.0356
002430.SZ,20250930,0.7697,1.3175,0.7118,0.1062,10,0.0723
600691.SH,20250930,-0.1531,-0.0779,-0.4911,-0.0142,1,0.0007
002574.SZ,20250930,-0.2,-0.1084,-0.4579,-0.328,6,0.0082
002806.SZ,20250930,-0.0505,-0.026,-0.4848,0.1721,18,0.0012
300865.SZ,20250930,0.1089,0.1105,0.0144,-0.2149,3,0.0004
002912.SZ,20250930,-0.06,-0.0353,-0.4123,0.1728,1,0.0004
920729.BJ,20250930,0.11,0.0663,-0.397,-0.1206,30,0.0042
002679.SZ,20250930,-0.1,-0.0481,-0.5195,0.0684,2,0.0006
688700.SH,20250930,0.29,0.6042,1.0835,0.2958,7,0.0082
300287.SZ,20250930,-0.0704,-0.0428,-0.3926,-0.2908,5,0.0005
000651.SZ,20250930,3.86,7.9345,1.0556,-0.0651,11,0.6015
603987.SH,20250930,0.44,0.7868,0.7882,-0.0112,3,0.0158
600249.SH,20250930,0.0427,0.088,1.0612,-0.0271,2,0.0039
000505.SZ,20250930,-0.07,-0.0292,-0.5833,-0.3301,12,0.0003
688079.SH,20250930,-0.21,-0.0915,-0.5645,0.3586,9,0.003
300661.SZ,20250930,0.5564,1.126,1.0237,0.1209,9,0.0674
300986.SZ,20250930,0.3219,0.632,0.9632,0.0762,5,0.0367
002562.SZ,20250930,0.0954,0.1899,0.9906,0.0736,17,0.0061
603713.SH,20250930,3.31,6.6742,1.0164,0.1656,2,0.4447
600501.SH,20250930,-0.26,-0.1502,-0.4224,-0.0998,2,0.0075
603339.SH,20250930,0.33,0.195,-0.409,-0.1384,1,0.0067
301511.SZ,20250930,0.1057,0.0541,-0.4885,0.5905,4,0.0024
000889.SZ,20250930,-0.0313,-0.0174,-0.4436,0.123,6,0.0004
600887.SH,20250930,1.65,2.9617,0.795,0.0333,3,0.0578
300939.SZ,20250930,0.54,1.1595,1.1472,0.1836,7,0.0069
600125.SH,20250930,0.419,0.6013,0.4352,-0.1165,5,0.0019
000906.SZ,20250930,0.23,0.1459,-0.3656,0.1627,5,0.0007
000055.SZ,20250930,0.0148,0.0077,-0.4813,-0.2244,2,0.0005
600933.SH,20250930,0.92,1.0691,0.162,0.0706,3,0.1259
002843.SZ,20250930,0.23,0.145,-0.3695,-0.1174,20,0.0071
000676.SZ,20250930,0.0952,0.2004,1.1051,0.3257,1,0.0001
600664.SH,20250930,0.13,0.1267,-0.0252,0.0022,4,0.0033
300656.SZ,20250930,-0.0658,-0.0341,-0.4821,-0.1568,9,0.0021
920159.BJ,20250930,2.41,3.3626,0.3953,0.0122,5,0.1007
300726.SZ,20250930,0.7946,1.6499,1.0763,0.1935,1,0.0114
300933.SZ,20250930,0.065,0.1296,0.994,0.0034,2,0.0035
688657.SH,20250930,0.64,1.2826,1.0041,0.1694,4,0.0527
002120.SZ,20250930,0.2524,0.1516,-0.3994,0.022,3,0.0152
300604.SZ,20250930,1.3789,2.7276,0.9781,0.509,2,0.1211
600284.SH,20250930,0.2488,0.2592,0.0418,-0.3099,5,0.0198
688359.SH,20250930,-0.3,-0.1518,-0.4939,-0.1844,30,0.0038
000598.SZ,20250930,0.5918,1.0782,0.8218,0.0576,4,0.0394
300831.SZ,20250930,0.0174,0.0135,-0.2228,-0.5736,7,0.0007
920149.BJ,20250930,-0.07,-0.0371,-0.4705,-0.0918,2,0.0004
920130.BJ,20250930,-0.15,-0.0803,-0.4648,0.3421,7,0.0039
600764.SH,20250930,0.217,0.1229,-0.4339,0.0236,29,0.0058
300870.SZ,20250930,2.13,2.3207,0.0895,0.2615,4,0.1427
301607.SZ,20250930,0.88,1.1464,0.3028,1.1805,1,0.0697
920455.BJ,20250930,0.13,0.1039,-0.2005,0.1769,2,0.0024
000718.SZ,20250930,0.033,0.0397,0.2032,-0.3876,4,0.0002
301092.SZ,20250930,0.59,0.9458,0.603,0.1509,10,0.0057
300327.SZ,20250930,0.1671,0.0862,-0.4844,-0.0055,4,0.0008
600624.SH,20250930,-0.0265,-0.0123,-0.5341,0.0336,3,0.0008
688065.SH,20250930,0.67,1.1076,0.6532,0.1492,10,0.022
600552.SH,20250930,0.1362,0.1676,0.2304,0.1771,6,0.0003
601163.SH,20250930,0.85,0.9613,0.1309,-0.0758,3,0.0494
300248.SZ,20250930,-0.0088,-0.0048,-0.4552,-0.0153,5,0.0004
301043.SZ,20250930,0.91,0.6281,-0.3097,-0.0447,3,0.017
002425.SZ,20250930,-0.1131,-0.0581,-0.486,0.3008,5,0.0022
002396.SZ,20250930,0.5925,1.1676,0.9706,0.1852,6,0.0463
003012.SZ,20250930,0.3016,0.6332,1.0995,-0.0687,3,0.0168
603978.SH,20250930,-0.31,-0.2024,-0.347,0.3057,1,0.01
688276.SH,20250930,-0.38,-0.1819,-0.5212,-0.5456,2,0.0075
603895.SH,20250930,0.11,0.214,0.9457,-0.0289,6,0.001
688589.SH,20250930,0.15,0.0729,-0.5139,-0.2754,1,0.0036
603587.SH,20250930,0.51,0.6175,0.2108,-0.0305,10,0.0076
002979.SZ,20250930,0.51,0.5654,0.1087,0.1428,4,0.0069
002727.SZ,20250930,0.4587,0.5452,0.1885,-0.0665,2,0.0023
002961.SZ,20250930,0.87,1.7069,0.9619,-0.0499,3,0.1269
920748.BJ,20250930,-0.46,-0.2573,-0.4407,-0.5386,15,0.0172
300726.SZ,20250930,0.7946,1.6451,1.0704,0.1887,8,0.0322
001266.SZ,20250930,0.11,0.214,0.9457,-0.0259,2,0.0
002009.SZ,20250930,0.17,0.3395,0.997,-0.0536,9,0.0192
002194.SZ,20250930,-0.015,-0.0084,-0.4376,0.0326,3,0.0001
688578.SH,20250930,3.59,6.9436,0.9342,0.4803,4,0.1955
920870.BJ,20250930,0.08,0.0404,-0.4947,0.411,15,0.0011
002123.SZ,20250930,-0.07,-0.0367,-0.4754,-0.4234,1,0.002
002131.SZ,20250930,0.087,0.1683,0.935,-0.0319,1,0.0015
300611.SZ,20250930,0.55,1.0875,0.9772,0.2475,6,0.0193
688033.SH,20250930,-0.66,-0.3745,-0.4326,-0.0956,2,0.0264
002140.SZ,20250930,0.5157,0.9983,0.9359,0.0863,1,0.0137
002075.SZ,20250930,0.1053,0.2121,1.0147,-0.0079,3,0.0065
601101.SH,20250930,0.38,0.2516,-0.3378,-0.0095,1,0.0162
002871.SZ,20250930,0.46,0.9062,0.9699,0.2178,1,0.0236
301306.SZ,20250930,-1.26,-0.6021,-0.5222,-0.3124,6,0.0056
300438.SZ,20250930,0.2276,0.4583,1.0138,0.3342,1,0.0642
601228.SH,20250930,0.099,0.1942,0.9613,0.0853,1,0.008
600568.SH,20250930,-0.017,-0.0094,-0.4459,0.1171,3,0.0002
688408.SH,20250930,0.56,0.3039,-0.4574,-0.091,6,0.0076
601929.SH,20250930,-0.0993,-0.0576,-0.42,0.0408,11,0.0019
002055.SZ,20250930,0.12,0.2356,0.9635,-0.1515,1,0.0054
603730.SH,20250930,0.21,0.1863,-0.1128,-0.0221,3,0.0105
002558.SZ,20250930,0.77,1.5861,1.0599,0.5238,5,0.0296
600089.SH,20250930,1.0924,0.5926,-0.4575,-0.0483,3,0.0133
300458.SZ,20250930,0.34,0.7072,1.0799,0.318,3,0.046
002759.SZ,20250930,-0.2,-0.1026,-0.4871,0.2843,11,0.0005
688349.SH,20250930,0.1005,0.0485,-0.5172,0.6029,1,0.0019
000697.SZ,20250930,-0.2006,-0.0925,-0.5387,0.0568,5,0.0028
300403.SZ,20250930,0.2798,0.5818,1.0793,0.0181,5,0.0571
002842.SZ,20250930,0.17,0.3467,1.0395,0.1942,3,0.0041
002381.SZ,20250930,0.13,0.0621,-0.5227,-0.0115,14,0.0044
600288.SH,20250930,0.1574,0.3147,0.9991,0.0957,13,0.0039
600981.SH,20250930,0.02,0.0109,-0.4568,0.0644,4,0.0005
301498.SZ,20250930,1.28,2.6586,1.0771,0.2723,8,0.008
600702.SH,20250930,1.4441,1.2076,-0.1638,-0.2143,2,0.0666
688386.SH,20250930,1.0,2.0283,1.0283,0.4445,2,0.0097
603188.SH,20250930,0.0362,0.0531,0.4674,-0.0086,2,0.0044
688776.SH,20250930,-0.37,-0.2003,-0.4588,-0.4567,2,0.0087
605033.SH,20250930,0.27,0.2303,-0.1469,-0.0018,1,0.0159
605566.SH,20250930,0.32,0.6873,1.1479,-0.2842,2,0.0211
920866.BJ,20250930,0.11,0.0588,-0.4656,0.0727,2,0.0001
300119.SZ,20250930,0.7972,1.1816,0.4821,0.1184,11,0.125
300607.SZ,20250930,0.1,0.042,-0.58,-0.2523,1,0.0001
600655.SH,20250930,-0.128,-0.0765,-0.4027,-0.2073,3,0.0076
603280.SH,20250930,0.71,0.4774,-0.3276,0.0146,2,0.0104
002361.SZ,20250930,0.0319,0.0303,-0.0506,0.0232,1,0.0005
300348.SZ,20250930,-0.0141,-0.007,-0.5067,0.0223,1,0.0005
300909.SZ,20250930,0.33,0.4263,0.2917,0.0325,9,0.0031
002648.SZ,20250930,1.11,0.8464,-0.2375,0.1277,4,0.0077
920976.BJ,20250930,0.62,0.3793,-0.3883,0.1208,5,0.0209
600567.SH,20250930,-0.053,-0.0209,-0.6049,-0.0391,4,0.0002
600293.SH,20250930,-0.05,-0.0266,-0.4679,-0.3,9,0.0006
600196.SH,20250930,0.95,1.0578,0.1134,-0.0024,9,0.1596
601606.SH,20250930,-0.02,-0.0125,-0.3752,0.1681,12,0.001
301338.SZ,20250930,1.14,2.395,1.1009,0.402,5,0.1883
605136.SH,20250930,-0.09,-0.047,-0.4776,-0.0387,1,0.0038
688167.SH,20250930,0.02,0.0102,-0.4909,0.3862,9,0.0005
002470.SZ,20250930,-0.009,-0.0044,-0.5089,0.1307,3,0.0001
603739.SH,20250930,0.24,0.49,1.0416,0.0998,3,0.0466
920946.BJ,20250930,0.2428,0.1887,-0.2227,0.0957,2,0.0048
000727.SZ,20250930,-0.1328,-0.0724,-0.4546,-0.0249,2,0.0021
002131.SZ,20250930,0.087,0.1754,1.0166,-0.0727,2,0.002
300068.SZ,20250930,-0.25,-0.1323,-0.4707,-0.2618,3,0.0006
300063.SZ,20250930,0.1462,0.2983,1.04,-0.0072,2,0.001
688136.SH,20250930,0.56,1.0969,0.9588,0.0719,3,0.0204
600234.SH,20250930,0.1184,0.2407,1.033,0.6513,14,0.0034
300035.SZ,20250930,0.5861,1.1704,0.9969,0.5696,3,0.0403
300762.SZ,20250930,-0.0767,-0.0372,-0.5152,0.7093,1,0.0021
603991.SH,20250930,-0.4,-0.2001,-0.4996,-0.2321,3,0.0127
000901.SZ,20250930,0.1189,0.2484,1.0891,-0.1989,2,0.0086
300917.SZ,20250930,0.5378,0.4138,-0.2305,0.0008,2,0.0066
601059.SH,20250930,0.4,0.7937,0.9841,0.2685,3,0.0531
605155.SH,20250930,0.46,0.7402,0.609,0.1028,14,0.0066
002881.SZ,20250930,0.43,0.8497,0.976,0.3108,12,0.012
301371.SZ,20250930,0.625,1.0759,0.7214,-0.0728,1,0.0359
002104.SZ,20250930,0.0527,0.0772,0.4653,-0.1264,2,0.0028
603788.SH,20250930,0.7,0.7281,0.0402,0.0884,10,0.0305
002930.SZ,20250930,-0.08,-0.0411,-0.4859,-0.1752,4,0.001
600774.SH,20250930,0.0316,0.0359,0.1362,-0.165,5,0.0027
300358.SZ,20250930,0.1431,0.1437,0.0042,-0.0772,2,0.0038
300748.SZ,20250930,0.38,0.7468,0.9653,0.0691,1,0.0312
603928.SH,20250930,0.28,0.2164,-0.2272,0.0606,4,0.0037
600415.SH,20250930,0.63,1.2406,0.9692,0.2067,4,0.0022
300610.SZ,20250930,0.25,0.343,0.3721,-0.0562,16,0.0234
300199.SZ,20250930,0.08,0.1688,1.1094,0.8216,1,0.0065
688480.SH,20250930,0.78,0.6279,-0.195,0.1518,3,0.0581
688275.SH,20250930,-2.86,-1.3549,-0.5262,0.5193,1,0.0465
600155.SH,20250930,0.09,0.1764,0.9602,-0.0382,1,0.0092
688083.SH,20250930,-0.24,-0.1338,-0.4425,0.0774,11,0.0043
300521.SZ,20250930,-0.1367,-0.0758,-0.4454,0.0446,2,0.0039
688699.SH,20250930,-0.25,-0.1446,-0.4215,0.024,3,0.0156
002896.SZ,20250930,0.29,0.594,1.0482,0.0354,1,0.0376
603010.SH,20250930,0.09,0.1011,0.1234,0.1785,3,0.0032
300295.SZ,20250930,-0.03,-0.0147,-0.5091,-0.2386,6,0.0001
002050.SZ,20250930,0.84,1.7904,1.1314,0.1395,5,0.0674
688581.SH,20250930,2.1824,1.9929,-0.0868,0.0865,1,0.0299
688332.SH,20250930,1.75,3.5358,1.0204,0.0712,5,0.2944
688767.SH,20250930,0.14,0.0747,-0.4664,-0.1834,4,0.0029
003008.SZ,20250930,0.56,1.1154,0.9918,-0.0377,5,0.0181
600298.SH,20250930,1.3,2.7362,1.1048,0.0716,1,0.0592
603611.SH,20250930,1.54,2.7051,0.7566,0.0097,3,0.0631
688312.SH,20250930,0.66,0.9022,0.367,0.251,5,0.0058
301047.SZ,20250930,0.9058,1.4918,0.6469,0.1282,4,0.013
600706.SH,20250930,-0.1,-0.0466,-0.534,-0.2676,6,0.0038
301328.SZ,20250930,0.75,1.565,1.0866,0.3386,16,0.017
002102.SZ,20250930,0.1743,0.3035,0.7414,-0.2251,2,0.0087
001282.SZ,20250930,0.4117,0.6381,0.5499,0.0481,2,0.0036
605007.SH,20250930,0.38,0.2109,-0.4451,0.159,2,0.0119
603610.SH,20250930,0.42,0.4271,0.017,0.0007,8,0.0311
920580.BJ,20250930,0.13,0.0935,-0.2809,0.2621,14,0.0078
600323.SH,20250930,1.97,3.6577,0.8567,0.14,2,0.1536
002440.SZ,20250930,0.2,0.397,0.9848,0.047,1,0.0124
300094.SZ,20250930,-0.71,-0.3271,-0.5393,-0.1048,3,0.0049
301361.SZ,20250930,0.6072,1.2643,1.0822,0.2925,2,0.1023
300403.SZ,20250930,0.2798,0.5528,0.9757,0.0221,5,0.0153
603259.SH,20250930,4.25,8.3026,0.9536,0.2329,9,0.7184
300533.SZ,20250930,2.14,2.1572,0.008,-0.0142,4,0.0238
002887.SZ,20250930,0.2299,0.4348,0.8912,0.4079,6,0.0072
600880.SH,20250930,0.01,0.0103,0.0302,0.4191,7,0.0007
688325.SH,20250930,0.7449,1.5274,1.0505,0.2178,6,0.0757
688646.SH,20250930,-0.09,-0.0438,-0.5136,0.0958,1,0.0011
603322.SH,20250930,0.38,0.7596,0.999,0.7561,2,0.0367
600048.SH,20250930,0.16,0.1386,-0.1339,-0.053,6,0.0031
000766.SZ,20250930,0.0258,0.0146,-0.4359,-0.0497,6,0.0
301282.SZ,20250930,0.41,0.6287,0.5334,0.2873,9,0.032
603045.SH,20250930,0.4098,0.6067,0.4806,0.3295,1,0.012
300377.SZ,20250930,-0.0575,-0.0329,-0.4286,-0.0464,1,0.0016
301022.SZ,20250930,0.6874,1.2587,0.8311,0.2079,1,0.0926
300049.SZ,20250930,0.4253,0.8466,0.9907,0.1592,9,0.0294
300239.SZ,20250930,0.0827,0.0809,-0.0224,-0.1311,4,0.0017
300078.SZ,20250930,0.0,0.0,-0.5807,0.0384,10,0.0
600392.SH,20250930,0.45,0.9156,1.0346,0.3229,12,0.0445
688095.SH,20250930,0.0157,0.0075,-0.5199,0.3962,5,0.0005
601326.SH,20250930,0.25,0.3662,0.4649,0.0247,9,0.0061
300808.SZ,20250930,-0.2971,-0.1379,-0.5358,-0.2684,6,0.0018
605068.SH,20250930,-0.24,-0.1367,-0.4306,0.3475,1,0.0031
301529.SZ,20250930,1.28,2.6373,1.0604,0.3341,1,0.1323
001255.SZ,20250930,0.0917,0.1902,1.0739,0.2685,3,0.0027
688553.SH,20250930,-0.12,-0.0604,-0.4963,-0.1396,8,0.0058
603429.SH,20250930,-0.012,-0.0075,-0.3715,-0.6859,9,0.0005
603117.SH,20250930,0.02,0.0399,0.9943,-0.1069,4,0.0009
301008.SZ,20250930,0.2147,0.1191,-0.4454,0.221,9,0.0005
603980.SH,20250930,0.02,0.0115,-0.4247,-0.0735,10,0.0006
002471.SZ,20250930,-0.0191,-0.0102,-0.4635,-0.0336,2,0.0001
002589.SZ,20250930,0.0081,0.0048,-0.407,-0.0815,1,0.0007
301448.SZ,20250930,-0.1,-0.06,-0.4001,-0.1293,5,0.0018
002404.SZ,20250930,0.27,0.2799,0.0368,0.005,5,0.0184
300605.SZ,20250930,0.0634,0.0339,-0.4648,0.8028,3,0.0019
600768.SH,20250930,0.12,0.242,1.0169,0.1234,4,0.0026
002150.SZ,20250930,0.38,0.779,1.0499,0.0537,12,0.004
603137.SH,20250930,0.26,0.1327,-0.4896,-0.2115,7,0.0181
002327.SZ,20250930,0.19,0.1043,-0.4512,-0.1699,2,0.003
688568.SH,20250930,0.1811,0.3622,1.0003,0.1097,13,0.0051
300624.SZ,20250930,-0.32,-0.1895,-0.4077,0.1221,20,0.0047
002190.SZ,20250930,-0.0962,-0.049,-0.4903,-0.0254,8,0.0046
688419.SH,20250930,0.58,0.5032,-0.1323,0.0865,24,0.0085
688329.SH,20250930,-0.01,-0.0051,-0.4923,0.2318,2,0.0001
002086.SZ,20250930,-0.05,-0.0223,-0.554,0.0506,8,0.001
600118.SH,20250930,0.01,0.0113,0.1255,0.7997,1,0.0005
601133.SH,20250930,0.25,0.5001,1.0005,-0.1597,5,0.0009
688517.SH,20250930,0.43,0.356,-0.1721,0.0887,2,0.0044
688428.SH,20250930,-0.04,-0.0185,-0.5363,0.5645,4,0.001
000030.SZ,20250930,0.2557,0.5015,0.9614,0.0504,2,0.0227
600266.SH,20250930,0.2985,0.5861,0.9636,0.618,6,0.0202
000068.SZ,20250930,-0.0994,-0.0566,-0.4308,-0.1116,9,0.0004
600076.SH,20250930,-0.14,-0.0767,-0.4522,-0.4512,5,0.0013
300068.SZ,20250930,-0.25,-0.1443,-0.4226,-0.2908,2,0.0017
600490.SH,20250930,0.1058,0.2181,1.0613,0.2838,4,0.0056
301159.SZ,20250930,-0.97,-0.4914,-0.4934,0.0618,3,0.0067
002225.SZ,20250930,0.09,0.1462,0.6249,0.051,1,0.0039
000520.SZ,20250930,-0.0554,-0.0352,-0.3649,-0.2519,13,0.0001
001368.SZ,20250930,0.72,1.4744,1.0478,0.1587,12,0.0435
300122.SZ,20250930,-0.504,-0.2464,-0.5111,-0.6721,7,0.0056
920166.BJ,20251231,1.34,1.7384,0.2973,0.1744,2,0.1561
603225.SH,20250930,0.58,0.8623,0.4868,0.0144,1,0.0004
688618.SH,20250930,0.32,0.5166,0.6143,0.0737,6,0.0007
300085.SZ,20250930,-0.0841,-0.0362,-0.5699,-0.1609,3,0.0015
002346.SZ,20250930,0.83,1.7264,1.08,-0.1812,1,0.0356
000523.SZ,20250930,0.0356,0.0715,1.0085,-0.0696,2,0.0004
301388.SZ,20250930,0.17,0.3381,0.9891,0.0598,3,0.0121
002500.SZ,20250930,0.2,0.3953,0.9764,0.1467,7,0.0152
002311.SZ,20250930,2.49,5.2284,1.0997,0.1783,2,0.5298
688192.SH,20250930,-1.32,-0.7327,-0.4449,0.7333,2,0.0013
920640.BJ,20250930,0.2979,0.1485,-0.5016,0.1914,5,0.0045
002390.SZ,20250930,0.0803,0.1615,1.0116,-0.1001,3,0.0268
002512.SZ,20250930,-0.0936,-0.0467,-0.5011,-0.0697,3,0.0008
688677.SH,20250930,1.14,2.1887,0.9199,0.3543,1,0.0205
002573.SZ,20250930,0.0139,0.0084,-0.3988,0.0346,4,0.0003
601366.SH,20250930,0.015,0.0227,0.5113,-0.0899,7,0.0004
603882.SH,20250930,-0.17,-0.1004,-0.4095,-0.2425,2,0.0043
003029.SZ,20250930,-0.38,-0.1591,-0.5813,-0.1018,7,0.0153
603517.SH,20250930,0.46,0.8399,0.8258,-0.1619,7,0.0184
000717.SZ,20250930,-0.0277,-0.013,-0.5291,-0.034,4,0.0002
002579.SZ,20250930,0.0418,0.0222,-0.4692,0.1611,12,0.0001
002947.SZ,20250930,1.61,3.1695,0.9686,0.1411,14,0.1856
301372.SZ,20250930,0.23,0.1847,-0.1971,0.3604,4,0.0031
920476.BJ,20250930,0.22,0.1104,-0.4983,0.2176,4,0.0131
000850.SZ,20250930,0.188,0.2334,0.2413,0.0461,2,0.0021
300590.SZ,20250930,0.1348,0.0765,-0.4327,-0.1228,4,0.0018
000628.SZ,20250930,0.27,0.5378,0.992,-0.2566,6,0.0113
688132.SH,20250930,-0.47,-0.2748,-0.4152,-0.3121,4,0.0151
301148.SZ,20250930,0.51,1.0384,1.0361,-0.0435,10,0.0049
301276.SZ,20250930,0.52,0.2437,-0.5313,0.0297,15,0.0038
688552.SH,20250930,0.11,0.2295,1.0861,5.782,12,0.0334
300973.SZ,20250930,1.4864,2.6807,0.8035,0.1327,5,0.0389
003000.SZ,20250930,0.3874,0.4891,0.2625,-0.008,1,0.0097
605365.SH,20250930,0.254,0.4626,0.8211,0.0304,13,0.036
600697.SH,20250930,0.11,0.157,0.4269,0.0211,2,0.0087
002789.SZ,20250930,-2.1451,-1.2056,-0.438,-0.3982,12,0.0135
001317.SZ,20250930,-0.15,-0.0727,-0.5152,0.4176,12,0.0003
920367.BJ,20250930,0.12,0.0734,-0.3885,-0.114,6,0.0016
301083.SZ,20250930,0.1782,0.2995,0.6804,-0.1199,5,0.0171
603285.SH,20250930,0.67,0.563,-0.1596,-0.0624,4,0.0052
603538.SH,20250930,0.43,0.8725,1.029,0.1564,9,0.011
000987.SZ,20250930,0.5984,1.2025,1.0094,0.5652,5,0.0323
002871.SZ,20250930,0.46,0.9174,0.9944,0.1474,4,0.0212
000017.SZ,20250930,0.0449,0.0906,1.0175,1.0838,10,0.0027
301500.SZ,20250930,0.3577,0.2546,-0.2882,0.1425,7,0.0148
603290.SH,20250930,1.59,2.9355,0.8463,0.2385,8,0.2402
600824.SH,20250930,0.018,0.0116,-0.3556,-0.291,1,0.0003
601996.SH,20250930,-0.053,-0.0253,-0.5233,-0.1824,1,0.001
002245.SZ,20250930,0.4452,0.8974,1.0157,0.1792,7,0.1168
601718.SH,20250930,-0.042,-0.0225,-0.4645,-0.3878,4,0.0004
002862.SZ,20250930,-0.3499,-0.2028,-0.4205,0.0853,3,0.0134
002987.SZ,20250930,0.28,0.4133,0.4759,0.1168,1,0.0153
301413.SZ,20250930,0.7432,1.5227,1.0488,0.3569,14,0.0252
001373.SZ,20250930,-0.2661,-0.1753,-0.3413,-0.1302,5,0.0004
002364.SZ,20250930,0.13,0.1426,0.0966,0.2211,6,0.0002
688790.SH,20250930,-0.84,-0.4588,-0.4539,-0.1916,7,0.0263
601231.SH,20250930,0.58,1.1779,1.0309,0.0213,14,0.0177
603399.SH,20250930,-0.32,-0.1846,-0.4231,-0.2339,2,0.0135
688727.SH,20250930,0.19,0.3462,0.8223,0.2277,2,0.0102
002269.SZ,20250930,-0.03,-0.0178,-0.4052,-0.3701,2,0.0008
002807.SZ,20250930,0.5194,0.3109,-0.4014,0.0112,1,0.0001
688686.SH,20250930,1.4976,1.4231,-0.0498,0.3188,2,0.0012
002380.SZ,20250930,0.9045,1.1938,0.3198,0.1351,2,0.0171
600787.SH,20250930,0.2048,0.2636,0.2869,0.0357,6,0.0147
002826.SZ,20250930,0.44,0.8289,0.8839,-0.0073,2,0.073
300975.SZ,20250930,0.2069,0.4334,1.0948,0.3129,1,0.0136
600783.SH,20250930,0.43,0.5339,0.2417,-0.044,7,0.0168
688278.SH,20250930,1.64,3.2438,0.9779,0.2839,8,0.123
603059.SH,20250930,0.77,1.6044,1.0836,0.1846,22,0.0035
600578.SH,20250930,0.45,0.9222,1.0494,0.0225,1,0.0171
002643.SZ,20250930,0.33,0.1572,-0.5237,0.0754,3,0.0079
300805.SZ,20250930,0.08,0.1589,0.986,0.1639,2,0.0042
000063.SZ,20250930,1.11,0.7261,-0.3459,0.1323,1,0.0888
603683.SH,20250930,0.2365,0.3619,0.5301,0.0868,4,0.0062
002076.SZ,20250930,0.0029,0.0017,-0.3969,0.3644,4,0.0
000826.SZ,20250930,-0.542,-0.2831,-0.4778,-0.0795,7,0.0059
600527.SH,20250930,0.0116,0.0045,-0.6157,-0.0659,7,0.0003
300150.SZ,20250930,0.0712,0.1409,0.9785,0.0341,12,0.0007
300496.SZ,20250930,0.4983,1.0587,1.1247,0.4007,4,0.0433
000931.SZ,20250930,0.0657,0.063,-0.0413,-0.0267,8,0.0006
600243.SH,20250930,-0.01,-0.0048,-0.5218,0.0271,1,0.0002
002737.SZ,20250930,-0.06,-0.0341,-0.4317,-0.3933,2,0.0024
002487.SZ,20250930,1.39,2.8072,1.0195,0.9672,4,0.0858
601333.SH,20250930,0.206,0.2684,0.3027,0.026,5,0.0088
600518.SH,20250930,0.001,0.0006,-0.3823,0.0426,1,0.0
601956.SH,20250930,0.1684,0.1885,0.1194,0.0426,2,0.0176
300348.SZ,20250930,-0.0141,-0.0074,-0.4734,0.0071,4,0.0
688659.SH,20250930,0.03,0.0224,-0.2545,0.1196,2,0.0016
688400.SH,20250930,0.29,0.4607,0.5885,0.3691,2,0.0288
605183.SH,20250930,0.97,1.5392,0.5868,0.031,7,0.0685
002493.SZ,20250930,0.09,0.1398,0.5535,-0.051,2,0.0099
000631.SZ,20250930,0.03,0.0477,0.5909,-0.2061,8,0.004
300192.SZ,20250930,0.2809,0.5656,1.0135,-0.0327,2,0.0174
300013.SZ,20250930,-0.01,-0.0052,-0.4804,0.0235,4,0.0
001223.SZ,20250930,0.9851,2.0536,1.0847,1.2881,7,0.1002
002400.SZ,20250930,0.0551,0.1134,1.0579,0.0706,4,0.0059
